Fecha	FB	AMZN	AAPL	NFLX	GOOG
19/11/20	272,94	3117,02	118,64	484,67	1763,92
18/11/20	271,97	3105,46	118,03	481,79	1746,78
17/11/20	275,00	3135,66	119,39	480,63	1770,15
16/11/20	278,96	3131,06	120,30	479,10	1781,38
13/11/20	276,95	3128,81	119,26	482,84	1777,02
12/11/20	275,08	3110,28	119,21	486,77	1749,84
11/11/20	276,48	3137,39	119,49	490,76	1752,71
10/11/20	272,43	3035,02	115,97	480,24	1740,39
9/11/20	278,77	3143,74	116,32	470,50	1763,00
6/11/20	293,41	3311,37	118,69	514,73	1761,75
5/11/20	294,68	3322,00	119,03	513,76	1763,37
4/11/20	287,38	3241,16	114,95	496,95	1749,13
3/11/20	265,30	3048,41	110,44	487,22	1650,21
2/11/20	261,36	3004,48	108,77	484,12	1626,03
30/10/20	263,11	3036,15	108,86	475,74	1621,01
29/10/20	280,83	3211,01	115,32	504,21	1567,24
28/10/20	267,67	3162,78	111,20	486,24	1516,62
27/10/20	283,29	3286,33	116,60	488,93	1604,26
26/10/20	277,11	3207,04	115,05	488,24	1590,45
23/10/20	284,79	3204,40	115,04	488,28	1641,00
22/10/20	278,12	3176,40	115,75	485,23	1615,33
21/10/20	278,73	3184,94	116,87	489,05	1593,31
20/10/20	267,56	3217,01	117,51	525,42	1555,93
19/10/20	261,40	3207,21	115,98	530,72	1534,61
16/10/20	265,93	3272,71	119,02	530,79	1573,01
15/10/20	266,72	3338,65	120,71	541,94	1559,13
14/10/20	271,82	3363,71	121,19	541,45	1568,08
13/10/20	276,14	3443,63	121,10	554,09	1571,68
12/10/20	275,75	3442,93	124,40	539,81	1569,15
9/10/20	264,45	3286,65	116,97	539,44	1515,22
8/10/20	263,76	3190,55	114,97	531,79	1485,93
7/10/20	258,12	3195,69	115,08	534,66	1460,29
6/10/20	258,66	3099,96	113,16	505,87	1453,44
5/10/20	264,65	3199,20	116,50	520,65	1486,02
2/10/20	259,94	3125,00	113,02	503,06	1458,42
1/10/20	266,63	3221,26	116,79	527,51	1490,09
30/9/20	261,90	3148,73	115,81	500,03	1469,60
29/9/20	261,79	3144,88	114,09	493,48	1469,33
28/9/20	256,82	3174,05	114,96	490,65	1464,52
25/9/20	254,82	3095,13	112,28	482,88	1444,96
24/9/20	249,53	3019,79	108,22	473,08	1428,29
23/9/20	249,02	2999,86	107,12	470,61	1415,21
22/9/20	254,75	3128,99	111,81	491,17	1465,46
21/9/20	248,15	2960,47	110,08	487,35	1431,16
18/9/20	252,53	2954,91	106,84	469,96	1459,99
17/9/20	254,82	3008,73	110,34	470,20	1495,53
16/9/20	263,52	3078,10	112,13	483,86	1520,90
15/9/20	272,42	3156,13	115,54	495,99	1541,44
14/9/20	266,15	3102,97	115,36	476,26	1519,28
11/9/20	266,61	3116,22	112,00	482,03	1520,72
10/9/20	268,09	3175,11	113,49	480,67	1532,02
9/9/20	273,72	3268,61	117,32	500,19	1556,96
8/9/20	271,16	3149,84	112,82	507,02	1532,39
4/9/20	282,73	3294,62	120,96	516,05	1591,04
3/9/20	291,12	3368,00	120,88	525,75	1641,84
2/9/20	302,50	3531,45	131,40	552,84	1728,28
1/9/20	295,44	3499,12	134,18	556,55	1660,71
31/8/20	293,20	3450,96	129,04	529,56	1634,18
28/8/20	293,66	3401,80	124,81	523,89	1644,41
27/8/20	293,22	3400,00	125,01	526,27	1634,33
26/8/20	303,91	3441,85	126,52	547,53	1652,38
25/8/20	280,82	3346,49	124,83	490,58	1608,22
24/8/20	271,39	3307,46	125,86	488,81	1588,20
21/8/20	267,01	3284,72	124,37	492,31	1580,42
20/8/20	269,01	3297,37	118,28	497,90	1581,75
19/8/20	262,59	3260,48	115,71	484,53	1547,53
18/8/20	262,34	3312,49	115,56	491,87	1558,60
17/8/20	261,16	3182,41	114,61	482,35	1517,98
14/8/20	261,24	3148,02	114,91	482,68	1507,73
13/8/20	261,30	3161,02	115,01	481,33	1518,45
12/8/20	259,89	3162,24	113,01	475,47	1506,62
11/8/20	256,13	3080,67	109,38	466,93	1480,32
10/8/20	263,00	3148,16	112,73	483,38	1496,10
7/8/20	268,44	3167,46	111,11	494,73	1494,49
6/8/20	265,28	3225,00	113,90	509,08	1500,10
5/8/20	249,12	3205,03	110,06	502,11	1473,61
4/8/20	249,83	3138,83	109,67	509,64	1464,97
3/8/20	251,96	3111,89	108,94	498,62	1474,45
31/7/20	253,67	3164,68	106,26	488,88	1482,96
30/7/20	234,50	3051,88	96,19	485,80	1531,45
29/7/20	233,29	3033,53	95,04	484,48	1522,02
28/7/20	230,12	3000,33	93,25	488,51	1500,34
27/7/20	233,50	3055,21	94,81	495,65	1530,20
24/7/20	230,71	3008,91	92,61	480,45	1511,87
23/7/20	232,60	2986,55	92,84	477,58	1515,68
22/7/20	239,87	3099,91	97,27	489,82	1568,49
21/7/20	241,75	3138,29	97,00	490,10	1558,42
20/7/20	245,42	3196,84	98,36	502,41	1565,72
17/7/20	242,03	2961,97	96,33	492,99	1515,55
16/7/20	240,93	2999,90	96,52	527,39	1518,00
15/7/20	240,28	3008,87	97,72	523,26	1513,64
14/7/20	239,73	3084,00	97,06	524,88	1520,58
13/7/20	239,00	3104,00	95,48	525,50	1511,34
10/7/20	245,07	3200,00	95,92	548,73	1541,74
9/7/20	244,50	3182,63	95,68	507,76	1510,99
8/7/20	243,58	3081,11	95,34	502,78	1496,00
7/7/20	240,86	3000,12	93,17	493,16	1485,18
6/7/20	240,28	3057,04	93,46	493,81	1495,70
2/7/20	233,42	2890,30	91,03	476,89	1464,70
1/7/20	237,55	2878,70	91,03	485,64	1438,04
30/6/20	227,07	2758,82	91,20	455,04	1413,61
29/6/20	220,64	2680,38	90,44	447,24	1394,97
26/6/20	216,08	2692,87	88,41	443,40	1359,90
25/6/20	235,68	2754,58	91,21	465,91	1441,33
24/6/20	234,02	2734,40	90,02	457,85	1431,97
23/6/20	242,24	2764,41	91,63	466,26	1464,41
22/6/20	239,22	2713,82	89,72	468,04	1451,86
19/6/20	238,79	2675,01	87,43	453,72	1431,72
18/6/20	235,94	2653,98	87,93	449,87	1435,96
17/6/20	235,53	2640,98	87,90	447,77	1451,12
16/6/20	235,65	2615,27	88,02	436,13	1442,72
15/6/20	232,50	2572,68	85,75	425,50	1419,85
12/6/20	228,58	2545,02	84,70	418,07	1413,18
11/6/20	224,43	2557,96	83,97	425,56	1403,84
10/6/20	236,73	2647,45	88,21	434,48	1465,85
9/6/20	238,67	2600,86	86,00	434,05	1456,16
8/6/20	231,40	2524,06	83,36	419,49	1446,61
5/6/20	230,77	2483,00	82,88	419,60	1438,39
4/6/20	226,29	2460,60	80,58	414,33	1412,18
3/6/20	230,16	2478,40	81,28	421,97	1436,38
2/6/20	232,72	2472,41	80,83	427,31	1439,22
1/6/20	231,91	2471,04	80,46	425,92	1431,82
29/5/20	225,09	2442,37	79,48	419,73	1428,92
28/5/20	225,46	2401,10	79,56	413,44	1416,73
27/5/20	229,14	2410,39	79,53	419,89	1417,84
26/5/20	232,20	2421,86	79,18	414,77	1417,02
22/5/20	234,91	2436,88	79,72	429,32	1410,42
21/5/20	231,39	2446,74	79,21	436,25	1402,80
20/5/20	229,97	2497,94	79,81	447,67	1406,72
19/5/20	216,88	2449,33	78,28	451,04	1373,48
18/5/20	213,19	2426,26	78,74	452,58	1383,94
15/5/20	210,88	2409,78	76,93	454,19	1373,19
14/5/20	206,81	2388,85	77,39	441,95	1356,13
13/5/20	205,10	2367,92	76,91	438,27	1349,33
12/5/20	210,10	2356,95	77,85	431,82	1375,74
11/5/20	213,18	2409,00	78,75	440,52	1403,26
8/5/20	212,35	2379,61	77,53	435,55	1388,37
7/5/20	211,26	2367,61	75,94	436,53	1372,56
6/5/20	208,47	2351,26	75,16	434,26	1347,30
5/5/20	207,07	2317,80	74,39	424,68	1351,11
4/5/20	205,26	2315,99	73,29	428,15	1326,80
1/5/20	202,27	2286,04	72,27	415,27	1320,61
30/4/20	204,71	2474,00	73,45	419,85	1348,66
29/4/20	194,19	2372,71	71,93	411,89	1341,48
28/4/20	182,91	2314,08	69,64	403,83	1233,67
27/4/20	187,50	2376,00	70,79	421,38	1275,88
24/4/20	190,07	2410,22	70,74	424,99	1279,31
23/4/20	185,13	2399,45	68,76	426,70	1276,31
22/4/20	182,28	2363,49	69,03	421,42	1263,21
21/4/20	170,80	2328,12	67,09	433,83	1216,34
20/4/20	178,24	2393,61	69,23	437,49	1266,61
17/4/20	179,24	2375,00	70,70	422,96	1283,25
16/4/20	176,25	2408,19	71,67	439,17	1263,47
15/4/20	176,97	2307,68	71,11	426,75	1262,47
14/4/20	178,17	2283,32	71,76	413,55	1269,23
13/4/20	174,79	2168,87	68,31	396,72	1217,56
9/4/20	175,19	2042,76	67,00	370,72	1211,45
8/4/20	174,28	2043,00	66,52	371,12	1210,28
7/4/20	168,83	2011,60	64,86	372,28	1186,51
6/4/20	165,55	1997,59	65,62	379,96	1186,92
3/4/20	154,18	1906,59	60,35	361,76	1097,88
2/4/20	158,19	1918,83	61,23	370,08	1120,84
1/4/20	159,60	1907,70	60,23	364,08	1105,62
31/3/20	166,80	1949,72	63,57	375,50	1162,81
30/3/20	165,95	1963,95	63,70	370,96	1146,82
27/3/20	156,79	1900,10	61,94	357,12	1110,71
26/3/20	163,34	1955,49	64,61	362,99	1161,75
25/3/20	156,21	1885,84	61,38	342,39	1102,49
24/3/20	160,98	1940,10	61,72	357,32	1134,46
23/3/20	148,10	1902,83	56,09	360,27	1056,62
20/3/20	149,73	1846,09	57,31	332,83	1072,32
19/3/20	153,13	1880,93	61,20	332,03	1115,29
18/3/20	146,96	1830,00	61,67	315,47	1096,80
17/3/20	149,42	1807,84	63,22	319,75	1119,80
16/3/20	146,01	1689,15	60,55	298,84	1084,33
13/3/20	170,28	1785,00	69,49	336,30	1219,73
12/3/20	154,47	1676,61	62,06	315,25	1114,91
11/3/20	170,24	1820,86	68,86	349,92	1215,41
10/3/20	178,19	1891,82	71,33	364,13	1280,39
9/3/20	169,50	1800,61	66,54	346,49	1215,56
6/3/20	181,09	1901,09	72,26	368,97	1298,41
5/3/20	185,17	1924,03	73,23	372,78	1319,04
4/3/20	191,76	1975,83	75,69	383,79	1386,52
3/3/20	185,89	1908,99	72,33	368,77	1341,39
2/3/20	196,44	1953,95	74,70	381,05	1389,11
28/2/20	192,47	1883,75	68,34	369,03	1339,33
27/2/20	189,75	1884,30	68,38	371,71	1318,09
26/2/20	197,20	1979,59	73,16	379,24	1393,18
25/2/20	196,77	1972,74	72,02	360,09	1388,45
24/2/20	200,72	2009,29	74,55	368,70	1421,59
21/2/20	210,18	2095,97	78,26	380,07	1485,11
20/2/20	214,58	2153,10	80,08	386,00	1518,15
19/2/20	217,49	2170,22	80,91	386,19	1526,69
18/2/20	217,80	2155,67	79,75	387,78	1519,67
14/2/20	214,18	2134,87	81,24	380,40	1520,74
13/2/20	213,14	2149,87	81,22	381,40	1514,66
12/2/20	210,76	2160,00	81,80	380,01	1518,27
11/2/20	207,19	2150,80	79,90	373,69	1508,79
10/2/20	213,06	2133,91	80,39	371,07	1508,68
7/2/20	212,33	2079,28	80,01	366,77	1479,23
6/2/20	210,85	2050,23	81,30	366,95	1476,23
5/2/20	210,11	2039,87	80,36	369,67	1448,23
4/2/20	209,83	2049,67	79,71	369,01	1447,07
3/2/20	204,19	2004,20	77,17	358,00	1485,94
31/1/20	201,91	2008,72	77,38	345,09	1434,23
30/1/20	209,53	1870,68	80,97	347,74	1455,84
29/1/20	223,23	1858,00	81,08	343,16	1458,63
28/1/20	217,79	1853,25	79,42	348,52	1452,56
27/1/20	214,87	1828,34	77,24	342,88	1433,90
24/1/20	217,94	1861,64	79,58	353,16	1466,71
23/1/20	219,76	1884,58	79,81	349,60	1486,65
22/1/20	221,32	1887,46	79,42	326,00	1485,95
21/1/20	221,44	1892,00	79,14	338,11	1484,40
17/1/20	222,14	1864,72	79,68	339,67	1480,39
16/1/20	221,77	1877,94	78,81	338,62	1451,70
15/1/20	221,15	1862,02	77,83	339,07	1439,20
14/1/20	219,06	1869,44	78,17	338,69	1430,88
13/1/20	221,91	1891,30	79,24	338,92	1439,23
10/1/20	218,06	1883,16	77,58	329,05	1429,73
9/1/20	218,30	1901,05	77,41	335,66	1419,83
8/1/20	215,22	1891,97	75,80	339,26	1404,32
7/1/20	213,06	1906,86	74,60	330,75	1393,34
6/1/20	212,60	1902,88	74,95	335,83	1394,21
3/1/20	208,67	1874,97	74,36	325,90	1360,66
2/1/20	209,78	1898,01	75,09	329,81	1367,37
31/12/19	205,25	1847,84	73,41	323,57	1337,02
30/12/19	204,41	1846,89	72,88	323,31	1336,14
27/12/19	208,10	1869,80	72,45	329,09	1351,89
26/12/19	207,79	1868,77	72,48	332,63	1360,40
24/12/19	205,12	1789,21	71,07	333,20	1343,56
23/12/19	206,18	1793,00	71,00	333,10	1348,84
20/12/19	206,30	1786,50	69,86	336,90	1349,59
19/12/19	206,06	1792,28	70,00	332,22	1356,04
18/12/19	202,50	1784,03	69,94	320,80	1352,62
17/12/19	198,39	1790,66	70,10	315,48	1355,12
16/12/19	197,92	1769,21	69,97	304,21	1361,17
13/12/19	194,11	1760,94	68,79	298,50	1347,83
12/12/19	196,75	1760,33	67,86	298,44	1350,27
11/12/19	202,26	1748,72	67,69	298,93	1345,02
10/12/19	200,87	1739,21	67,12	293,12	1344,66
9/12/19	201,34	1749,51	66,73	302,50	1343,56
6/12/19	201,05	1751,60	67,68	307,35	1340,62
5/12/19	199,36	1740,48	66,39	302,86	1328,13
4/12/19	198,71	1760,69	65,44	304,32	1320,54
3/12/19	198,82	1769,96	64,86	306,16	1295,28
2/12/19	199,70	1781,60	66,04	309,99	1289,92
29/11/19	201,64	1800,80	66,81	314,66	1304,96
27/11/19	202,00	1818,51	66,96	315,93	1312,99
26/11/19	198,97	1796,94	66,07	312,49	1313,55
25/11/19	199,79	1773,84	66,59	315,55	1306,69
22/11/19	198,82	1745,72	65,44	310,48	1295,34
21/11/19	197,93	1734,71	65,50	311,69	1301,35
20/11/19	197,51	1745,53	65,80	305,16	1303,05
19/11/19	199,32	1752,79	66,57	302,60	1315,46
18/11/19	197,40	1752,53	66,78	302,57	1320,70
15/11/19	195,10	1739,49	66,44	295,03	1334,87
14/11/19	193,15	1754,60	65,66	289,62	1311,46
13/11/19	193,19	1753,11	66,12	283,11	1298,00
12/11/19	194,47	1778,00	65,49	292,01	1298,80
11/11/19	189,61	1771,65	65,55	294,18	1299,19
8/11/19	190,84	1785,88	65,03	291,57	1311,37
7/11/19	190,42	1788,20	64,86	289,57	1308,86
6/11/19	191,55	1795,77	64,31	288,59	1291,80
5/11/19	194,32	1801,71	64,28	288,03	1292,03
4/11/19	194,72	1804,66	64,38	292,86	1291,37
1/11/19	193,62	1791,44	63,95	286,81	1273,74
31/10/19	191,65	1776,66	62,19	287,41	1260,11
30/10/19	188,25	1779,99	60,81	291,45	1261,29
29/10/19	189,31	1762,71	60,82	281,21	1262,62
28/10/19	189,40	1777,08	62,26	281,86	1290,00
25/10/19	187,89	1761,33	61,65	276,82	1265,13
24/10/19	186,38	1780,78	60,90	271,50	1260,99
23/10/19	186,15	1762,17	60,80	271,27	1259,13
22/10/19	182,34	1765,73	59,99	266,69	1242,80
21/10/19	189,76	1785,66	60,13	278,05	1246,15
18/10/19	185,85	1757,51	59,10	275,30	1245,49
17/10/19	190,39	1787,48	58,82	293,35	1253,07
16/10/19	189,55	1777,43	58,59	286,28	1243,64
15/10/19	188,89	1767,38	58,83	284,25	1243,01
14/10/19	183,28	1736,43	58,97	285,53	1217,14
11/10/19	184,19	1731,92	59,05	282,93	1215,45
10/10/19	180,03	1720,26	57,52	280,48	1208,67
9/10/19	179,85	1721,99	56,76	267,53	1202,31
8/10/19	177,75	1705,51	56,10	270,72	1189,13
7/10/19	179,68	1732,66	56,77	274,46	1207,68
4/10/19	180,45	1739,65	56,75	272,79	1209,00
3/10/19	179,38	1724,42	55,20	268,15	1187,83
2/10/19	174,60	1713,23	54,74	268,03	1176,63
1/10/19	175,81	1735,65	56,15	269,58	1205,10
30/9/19	178,08	1735,91	55,99	267,62	1219,00
27/9/19	177,10	1725,45	54,70	263,08	1225,09
26/9/19	180,11	1739,84	54,97	263,31	1241,39
25/9/19	182,80	1768,33	55,26	264,75	1246,52
24/9/19	181,28	1741,61	54,42	254,59	1218,76
23/9/19	186,82	1785,30	54,68	265,92	1234,03
20/9/19	189,93	1794,16	54,43	270,75	1229,93
19/9/19	190,14	1821,50	55,24	286,60	1238,71
18/9/19	188,14	1817,46	55,69	291,56	1232,41
17/9/19	188,08	1822,55	55,17	298,60	1229,15
16/9/19	186,22	1807,84	54,98	294,29	1231,30
13/9/19	187,19	1839,34	54,69	294,15	1239,56
12/9/19	187,47	1843,55	55,77	288,86	1234,25
11/9/19	188,49	1822,99	55,90	288,27	1220,17
10/9/19	186,17	1820,55	54,17	287,99	1206,00
9/9/19	188,76	1831,35	53,54	294,34	1204,41
6/9/19	187,49	1833,51	53,31	290,17	1204,93
5/9/19	190,90	1840,72	53,32	293,25	1211,38
4/9/19	187,14	1800,62	52,30	291,52	1181,41
3/9/19	182,39	1789,84	51,42	289,29	1168,39
30/8/19	185,67	1776,29	52,19	293,75	1188,10
29/8/19	185,57	1786,40	52,25	296,78	1192,85
28/8/19	181,76	1764,25	51,38	291,77	1171,02
27/8/19	181,30	1761,83	51,04	291,03	1167,84
26/8/19	180,36	1768,87	51,62	294,98	1168,89
23/8/19	177,75	1749,62	50,66	291,44	1151,29
22/8/19	182,04	1805,60	53,12	296,93	1189,53
21/8/19	183,55	1823,54	53,16	297,81	1191,25
20/8/19	183,81	1801,38	52,59	298,99	1182,69
19/8/19	186,17	1816,12	52,59	309,38	1198,45
16/8/19	183,70	1792,57	51,62	302,80	1177,60
15/8/19	182,59	1776,12	50,44	295,76	1167,26
14/8/19	179,71	1762,96	50,69	299,11	1164,29
13/8/19	188,45	1824,34	52,24	312,28	1197,27
12/8/19	185,37	1784,92	50,12	310,83	1174,71
9/8/19	187,85	1807,58	50,25	308,93	1188,01
8/8/19	190,16	1832,89	50,86	315,90	1204,80
7/8/19	185,15	1793,40	49,76	304,29	1173,99
6/8/19	184,51	1787,83	49,25	310,10	1169,95
5/8/19	181,73	1765,13	48,34	307,63	1152,32
2/8/19	189,02	1823,24	51,01	318,83	1193,99
1/8/19	192,73	1855,32	52,11	319,50	1209,01
31/7/19	194,23	1866,78	53,26	322,99	1216,68
30/7/19	197,04	1898,53	52,20	325,93	1225,14
29/7/19	195,94	1912,45	52,42	332,70	1239,41
26/7/19	199,75	1943,05	51,94	335,78	1250,41
25/7/19	200,71	1973,82	51,76	326,46	1132,12
24/7/19	204,66	2000,81	52,17	317,94	1137,81
23/7/19	202,36	1994,49	52,21	307,30	1146,21
22/7/19	202,32	1985,63	51,80	310,62	1138,07
19/7/19	198,36	1964,52	50,65	315,10	1130,10
18/7/19	200,78	1977,90	51,41	325,21	1146,33
17/7/19	201,80	1992,03	50,84	362,44	1146,35
16/7/19	203,84	2009,90	51,12	365,99	1153,58
15/7/19	203,91	2020,99	51,30	366,60	1150,34
12/7/19	204,87	2011,00	50,83	373,25	1144,90
11/7/19	201,23	2001,07	50,44	379,50	1144,21
10/7/19	202,73	2017,41	50,81	381,00	1140,48
9/7/19	199,21	1988,30	50,31	379,93	1124,83
8/7/19	195,76	1952,32	50,01	376,16	1116,35
5/7/19	196,40	1942,91	51,06	380,55	1131,59
3/7/19	197,20	1939,00	51,10	381,72	1121,58
2/7/19	195,00	1934,31	50,68	375,43	1111,25
1/7/19	193,00	1922,19	50,39	374,60	1097,95
28/6/19	193,00	1893,63	49,48	367,32	1080,91
27/6/19	189,50	1904,28	49,94	370,02	1076,01
26/6/19	187,66	1897,83	49,95	362,20	1079,80
25/6/19	188,84	1878,27	48,89	360,30	1086,35
24/6/19	192,60	1913,90	49,65	371,04	1115,52
21/6/19	191,14	1911,30	49,70	369,21	1121,88
20/6/19	189,53	1918,19	49,87	365,21	1111,42
19/6/19	187,48	1908,79	49,47	363,52	1102,33
18/6/19	188,47	1901,37	49,61	357,12	1103,60
17/6/19	189,01	1886,03	48,47	350,62	1092,50
14/6/19	181,33	1869,67	48,19	339,73	1085,35
13/6/19	177,47	1870,30	48,54	343,43	1088,77
12/6/19	175,04	1855,32	48,55	345,56	1077,03
11/6/19	178,10	1863,70	48,70	351,27	1078,72
10/6/19	174,82	1860,63	48,15	352,01	1080,38
7/6/19	173,35	1804,03	47,54	360,87	1066,04
6/6/19	168,33	1754,36	46,30	357,13	1044,34
5/6/19	168,17	1738,50	45,63	355,73	1042,22
4/6/19	167,50	1729,56	44,91	353,40	1053,05
3/6/19	164,15	1692,69	43,33	336,63	1036,23
31/5/19	177,47	1775,07	43,77	343,28	1103,63
30/5/19	183,01	1816,32	44,58	351,85	1117,95
29/5/19	182,19	1819,19	44,34	349,19	1116,46
28/5/19	184,31	1836,43	44,56	354,78	1134,15
24/5/19	181,06	1823,28	44,74	354,39	1133,47
23/5/19	180,87	1815,48	44,91	352,21	1140,77
22/5/19	185,32	1859,68	45,70	359,73	1151,42
21/5/19	184,82	1857,52	46,65	354,27	1149,63
20/5/19	182,72	1858,97	45,77	348,11	1138,85
17/5/19	185,30	1869,00	47,25	354,45	1162,30
16/5/19	186,99	1907,57	47,52	359,31	1178,98
15/5/19	186,27	1871,15	47,73	354,99	1164,21
14/5/19	180,73	1840,12	47,16	345,61	1120,44
13/5/19	181,54	1822,68	46,43	345,26	1132,03
10/5/19	188,34	1889,98	49,30	361,04	1164,27
9/5/19	188,65	1899,87	50,18	362,75	1162,38
8/5/19	189,54	1917,77	50,73	364,37	1166,27
7/5/19	189,77	1921,00	50,72	370,46	1174,10
6/5/19	193,88	1950,55	52,12	378,67	1189,39
3/5/19	195,47	1962,46	52,94	385,03	1185,40
2/5/19	192,53	1900,82	52,29	379,06	1162,61
1/5/19	193,03	1911,52	52,63	378,81	1168,08
30/4/19	193,40	1926,52	50,17	370,54	1188,48
29/4/19	194,78	1938,43	51,15	371,83	1287,58
26/4/19	191,49	1950,63	51,08	374,85	1272,18
25/4/19	193,26	1902,25	51,32	368,33	1263,45
24/4/19	182,58	1901,75	51,79	374,23	1256,00
23/4/19	183,78	1923,77	51,87	381,89	1264,55
22/4/19	181,44	1887,31	51,13	377,34	1248,84
18/4/19	178,28	1861,69	50,97	360,35	1236,37
17/4/19	178,78	1864,82	50,78	354,74	1236,34
16/4/19	178,87	1863,04	49,81	359,46	1227,13
15/4/19	179,65	1844,87	49,81	348,87	1221,10
12/4/19	179,10	1843,06	49,72	351,14	1217,87
11/4/19	177,51	1844,07	49,74	367,65	1204,62
10/4/19	177,82	1847,33	50,16	363,92	1202,16
9/4/19	177,58	1835,84	49,88	364,71	1197,25
8/4/19	174,93	1849,86	50,02	361,41	1203,84
5/4/19	175,72	1837,28	49,25	365,49	1207,15
4/4/19	176,02	1818,86	48,92	367,88	1215,00
3/4/19	173,54	1820,70	48,84	369,75	1205,92
2/4/19	174,20	1813,98	48,51	367,72	1200,49
1/4/19	168,70	1814,19	47,81	366,96	1194,43
29/3/19	166,69	1780,75	47,49	356,56	1173,31
28/3/19	165,55	1773,42	47,18	354,61	1168,49
27/3/19	165,87	1765,70	47,12	353,37	1173,02
26/3/19	167,68	1783,76	46,70	359,97	1184,62
25/3/19	166,29	1774,26	47,19	366,23	1193,00
22/3/19	164,34	1764,77	47,76	361,01	1205,50
21/3/19	166,08	1819,26	48,77	377,87	1231,54
20/3/19	165,44	1797,27	47,04	375,22	1223,97
19/3/19	161,57	1761,85	46,63	358,78	1198,85
18/3/19	160,47	1742,15	47,01	363,44	1184,26
15/3/19	165,98	1712,36	46,53	361,46	1184,46
14/3/19	170,17	1686,22	45,93	358,82	1185,55
13/3/19	173,37	1690,81	45,43	361,21	1193,32
12/3/19	171,92	1673,10	45,23	356,27	1193,20
11/3/19	172,07	1670,62	44,73	358,86	1175,76
8/3/19	169,60	1620,80	43,23	349,60	1142,32
7/3/19	169,13	1625,95	43,12	352,60	1143,30
6/3/19	172,51	1668,95	43,63	359,61	1157,86
5/3/19	171,26	1692,43	43,88	354,30	1162,03
4/3/19	167,37	1696,17	43,96	351,04	1147,80
1/3/19	162,28	1671,73	43,74	357,32	1140,99
28/2/19	161,45	1639,83	43,29	358,10	1119,92
27/2/19	162,81	1641,09	43,72	362,87	1116,05
26/2/19	164,13	1636,40	43,58	364,97	1115,13
25/2/19	164,62	1633,00	43,56	363,91	1109,40
22/2/19	161,89	1631,56	43,24	363,02	1110,37
21/2/19	160,04	1619,44	42,77	356,97	1096,97
20/2/19	162,56	1622,10	43,01	359,91	1113,80
19/2/19	162,29	1627,58	42,73	361,92	1118,56
15/2/19	162,50	1607,95	42,60	356,87	1113,65
14/2/19	163,95	1622,65	42,70	359,07	1121,67
13/2/19	164,07	1640,00	42,55	351,77	1120,16
12/2/19	165,04	1638,01	42,72	359,97	1121,37
11/2/19	165,79	1591,00	42,36	345,73	1095,01
8/2/19	167,33	1588,22	42,60	347,57	1095,06
7/2/19	166,38	1614,37	42,73	344,71	1098,71
6/2/19	170,49	1640,26	43,56	352,19	1115,23
5/2/19	171,16	1658,81	43,55	355,81	1145,99
4/2/19	169,25	1633,31	42,81	351,34	1132,80
1/2/19	165,71	1626,23	41,63	339,85	1110,75
31/1/19	166,69	1718,73	41,61	339,50	1116,37
30/1/19	150,42	1670,43	41,31	340,66	1089,06
29/1/19	144,19	1593,88	38,67	328,90	1060,62
28/1/19	147,47	1637,89	39,08	335,66	1070,08
25/1/19	149,01	1670,57	39,44	338,05	1090,99
24/1/19	145,83	1654,93	38,17	326,67	1073,90
23/1/19	144,30	1640,02	38,48	321,99	1075,57
22/1/19	147,57	1632,17	38,33	325,16	1070,52
18/1/19	150,04	1696,20	39,20	339,10	1098,26
17/1/19	148,30	1693,22	38,97	353,19	1089,90
16/1/19	147,54	1683,78	38,73	351,39	1080,97
15/1/19	148,95	1674,56	38,27	354,64	1077,15
14/1/19	145,39	1617,21	37,50	332,94	1044,69
11/1/19	143,80	1640,56	38,07	337,59	1057,19
10/1/19	144,20	1656,22	38,45	324,66	1070,33
9/1/19	144,23	1659,42	38,33	319,96	1074,66
8/1/19	142,53	1656,58	37,69	320,27	1076,28
7/1/19	138,05	1629,51	36,98	315,34	1068,39
4/1/19	137,95	1575,39	37,06	297,57	1070,71
3/1/19	131,74	1500,28	35,55	271,20	1016,06
2/1/19	135,68	1539,13	39,48	267,66	1045,85
31/12/18	131,09	1501,97	39,44	267,66	1035,61
28/12/18	133,20	1478,02	39,06	256,08	1037,08
27/12/18	134,52	1461,64	39,04	255,56	1043,88
26/12/18	134,18	1470,90	39,29	253,67	1039,46
24/12/18	124,06	1343,96	36,71	233,88	976,22
21/12/18	124,95	1377,45	37,68	246,39	979,54
20/12/18	133,40	1460,83	39,21	260,58	1009,41
19/12/18	133,24	1495,08	40,22	266,77	1023,01
18/12/18	143,66	1551,48	41,52	270,94	1028,71
17/12/18	140,19	1520,91	40,98	262,80	1016,53
14/12/18	144,06	1591,91	41,37	266,84	1042,10
13/12/18	145,01	1658,38	42,74	276,02	1061,90
12/12/18	144,50	1663,54	42,27	274,88	1063,68
11/12/18	142,08	1643,24	42,16	265,32	1051,75
10/12/18	141,85	1641,03	42,40	269,70	1039,55
7/12/18	137,42	1629,13	42,12	265,14	1036,58
6/12/18	139,63	1699,19	43,68	282,88	1068,73
4/12/18	137,93	1668,40	44,17	275,33	1050,82
3/12/18	141,09	1772,36	46,20	290,30	1106,43
30/11/18	140,61	1690,17	44,65	286,13	1094,43
29/11/18	138,68	1673,57	44,89	288,75	1088,30
28/11/18	136,76	1677,75	45,23	282,65	1086,23
